Customer_Age,Dependent_count,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown
48,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
47,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
49,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
47,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
42,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
54,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
54,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
52,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
60,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
48,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
51,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
48,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
54,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
47,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
51,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
34,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
51,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
40,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
65,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
47,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
51,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
43,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
44,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
59,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
58,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
60,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
42,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
54,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
55,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
57,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
43,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
47,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
44,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
51,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
47,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
45,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
38,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
49,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
39,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
64,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
55,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
58,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
58,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
47,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
53,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
42,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
45,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
51,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
51,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
65,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
49,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
38,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
49,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
57,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
46,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
43,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
53,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
43,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
49,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
51,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
46,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
56,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
54,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
51,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
33,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
55,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
41,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
38,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
46,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
58,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
43,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
56,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
58,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
48,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
61,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
51,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
48,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
26,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
53,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
56,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
52,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
51,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
51,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
53,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
36,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
53,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
39,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
46,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
43,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
47,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
47,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
36,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
47,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
49,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
51,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
43,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
40,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
48,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
60,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
65,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
52,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
50,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
52,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
44,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
48,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
39,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
48,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
42,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
43,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
55,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
44,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
41,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
52,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
53,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
62,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
41,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
50,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
38,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
41,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
49,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
55,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
43,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
35,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
46,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
48,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
61,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
53,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
42,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
45,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
56,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
42,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
57,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
48,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
42,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
49,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
43,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
43,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
53,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
59,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
54,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
44,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
44,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
49,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
36,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
52,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
53,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
37,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
49,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
39,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
42,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
40,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
45,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
38,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
37,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
51,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
44,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
49,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
59,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
37,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
47,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
52,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
55,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
41,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
41,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
38,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
52,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
41,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
49,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
51,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
51,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
